Key,Version,Timeline (Days after Entering Journey),Email Name,Preheader,Email Body Text,Links Clicked (Date range 7/21/2024-12/31/2024),Total Clicks,Unique Clicks,Net CTR,Version.1,Links Clicked (Date range 1/1/23-7/21/24),Total Clicks.1,Unique Clicks.1,Net CTR.1,Version.2,Links Clicked (Date range 1/1/23-7/21/24).1,Total Clicks.2,Unique Clicks.2,Net CTR.2,Version.3,Links Clicked (Date range 1/1/23-10/12/23),Total Clicks.3,Unique Clicks.3,Net CTR.3
17,9,15,Welcome from Student Success ,A message from Director of Student Success ,"Dear FIRST NAME,  

Thank you for your interest in graduate studies at Pitt’s School of Computing and information (SCI). My name is Lynnsey Doane, and I am the Director of Student Success at SCI. 

I lead the SCI Student Success team in outreach and holistic support for SCI’s graduate students. Through one-on-one advising relationships and group activities, our team heralds the individual needs and unique goals of our students. Student Success helps students identify and build new skills, develop their strengths and overcome challenges, and we create programming that makes the SCI experience exceptional.  

As you explore graduate studies, here and elsewhere, I want to make sure you know my recipe for success: utilize your resources, ask for help, and truly understand how you learn as much as what you learn. The resources offered by the Student Success team, along with our exceptional faculty and unique experiences, can help you build your future success! 
If you need further information, have questions, or just need some help on your education journey, please reach out to our admissions team! 

Lynnsey's Signature 

APPLY NOW BUTTON. ",,,,,6,,,,,,,,,,,ATTEND EVENT,1,1,0.0008
17,9,15,Welcome from Student Success ,A message from Director of Student Success ,"Dear FIRST NAME,  

Thank you for your interest in graduate studies at Pitt’s School of Computing and information (SCI). My name is Lynnsey Doane, and I am the Director of Student Success at SCI. 

I lead the SCI Student Success team in outreach and holistic support for SCI’s graduate students. Through one-on-one advising relationships and group activities, our team heralds the individual needs and unique goals of our students. Student Success helps students identify and build new skills, develop their strengths and overcome challenges, and we create programming that makes the SCI experience exceptional.  

As you explore graduate studies, here and elsewhere, I want to make sure you know my recipe for success: utilize your resources, ask for help, and truly understand how you learn as much as what you learn. The resources offered by the Student Success team, along with our exceptional faculty and unique experiences, can help you build your future success! 
If you need further information, have questions, or just need some help on your education journey, please reach out to our admissions team! 

Lynnsey's Signature 

APPLY NOW BUTTON. ",,,,,6,,,,,,,,,,,INTERACT WITH SCI,1,1,0.0008
14,9,15,More than our address,"We bring Pittsburgh to the world, and vice-versa","From its origin in the Steel industry, the ""Steel City” (Pittsburgh) has grown into a leading hub for technology, medicine, and science. More importantly, newcomers will be glad to know it’s one of the most neighborly cities in the nation. 

While campus is rooted in Oakland, a Pittsburgh neighborhood, Pitt’s branches reach around the globe. More than 2800 international students represent 104 countries on campus, and in the 2022-23 academic year, nearly 1000 students explored studies abroad. 

The Pitt Global Hub is our one-stop resource to explore the world through Pitt: six national resource centers, a calendar full of globally focused events, and courses in more than 35 foreign languages are just some of the ways Pitt can connect you to the world. 

At SCI, we share the values of global connectedness, and support students in bringing their skills beyond borders through options like alternative spring break, field experiences and industry partnerships, and access to labs, centers, and institutes which conduct internationally impactful research. Visiting Scholars brings highly talented students from all over the world to contribute to Pitt's work. 

APPLY NOW BUTTON.  

Care to learn more? Reach out! 

Jane’s Signature",https://pittforms.tfaforms.net/424165,2,1,0.029,6,https://www.sci.pitt.edu/academics,6,3,0.0123,5,https://globalpittsburgh.org/,1,1,0.0156,,,,,
14,9,15,More than our address,"We bring Pittsburgh to the world, and vice-versa","From its origin in the Steel industry, the ""Steel City” (Pittsburgh) has grown into a leading hub for technology, medicine, and science. More importantly, newcomers will be glad to know it’s one of the most neighborly cities in the nation. 

While campus is rooted in Oakland, a Pittsburgh neighborhood, Pitt’s branches reach around the globe. More than 2800 international students represent 104 countries on campus, and in the 2022-23 academic year, nearly 1000 students explored studies abroad. 

The Pitt Global Hub is our one-stop resource to explore the world through Pitt: six national resource centers, a calendar full of globally focused events, and courses in more than 35 foreign languages are just some of the ways Pitt can connect you to the world. 

At SCI, we share the values of global connectedness, and support students in bringing their skills beyond borders through options like alternative spring break, field experiences and industry partnerships, and access to labs, centers, and institutes which conduct internationally impactful research. Visiting Scholars brings highly talented students from all over the world to contribute to Pitt's work. 

APPLY NOW BUTTON.  

Care to learn more? Reach out! 

Jane’s Signature",,,,,6,https://www.sci.pitt.edu/admissions/take-next-step,2,1,0.0041,,https://www.sci.pitt.edu/admissions/take-next-step,1,1,0.0156,,,,,
14,9,15,More than our address,"We bring Pittsburgh to the world, and vice-versa","From its origin in the Steel industry, the ""Steel City” (Pittsburgh) has grown into a leading hub for technology, medicine, and science. More importantly, newcomers will be glad to know it’s one of the most neighborly cities in the nation. 

While campus is rooted in Oakland, a Pittsburgh neighborhood, Pitt’s branches reach around the globe. More than 2800 international students represent 104 countries on campus, and in the 2022-23 academic year, nearly 1000 students explored studies abroad. 

The Pitt Global Hub is our one-stop resource to explore the world through Pitt: six national resource centers, a calendar full of globally focused events, and courses in more than 35 foreign languages are just some of the ways Pitt can connect you to the world. 

At SCI, we share the values of global connectedness, and support students in bringing their skills beyond borders through options like alternative spring break, field experiences and industry partnerships, and access to labs, centers, and institutes which conduct internationally impactful research. Visiting Scholars brings highly talented students from all over the world to contribute to Pitt's work. 

APPLY NOW BUTTON.  

Care to learn more? Reach out! 

Jane’s Signature",,,,,6,https://pittforms.tfaforms.net/424165,1,1,0.0041,,,,,,,,,,
14,9,15,More than our address,"We bring Pittsburgh to the world, and vice-versa","From its origin in the Steel industry, the ""Steel City” (Pittsburgh) has grown into a leading hub for technology, medicine, and science. More importantly, newcomers will be glad to know it’s one of the most neighborly cities in the nation. 

While campus is rooted in Oakland, a Pittsburgh neighborhood, Pitt’s branches reach around the globe. More than 2800 international students represent 104 countries on campus, and in the 2022-23 academic year, nearly 1000 students explored studies abroad. 

The Pitt Global Hub is our one-stop resource to explore the world through Pitt: six national resource centers, a calendar full of globally focused events, and courses in more than 35 foreign languages are just some of the ways Pitt can connect you to the world. 

At SCI, we share the values of global connectedness, and support students in bringing their skills beyond borders through options like alternative spring break, field experiences and industry partnerships, and access to labs, centers, and institutes which conduct internationally impactful research. Visiting Scholars brings highly talented students from all over the world to contribute to Pitt's work. 

APPLY NOW BUTTON.  

Care to learn more? Reach out! 

Jane’s Signature",,,,,6,Unsubscribe,1,1,0.0041,,,,,,,,,,
18,9,15,Welcome from Emily Bennett- Experiential Learning,A message from SCI's manager of Experiential Learning ,"Dear FIRST NAME,  

I’m so pleased you’re interested in graduate studies at the University of Pittsburgh’s School of Computing and Information! As the Manager of Experiential Learning, my job is to help students build skills and make an impact outside their classroom.  As you explore graduate programs, take a moment to explore some SCI experiential learning. There’s something for everyone: 

    iServe: This pairs students with non-profit organizations for a semester-long project. While it’s great for your resume, it’s also a highly rewarding experience that makes a difference in the Pittsburgh community. 

    Community Engagement Centers: Go out in the Pittsburgh community, where you can teach digital literacy, cybersecurity, coding, and other topics. 

    Alternative Spring Break: Make a global impact! SCI has brought students to Ecuador for over 7 years where they lead technical, skills-based service projects and benefit a community. 

    Internships and co-ops: It’s always a great option to learn on the job, but there are many other ways to engage with employers through sessions, workshops, and more. 

Even though graduate school will be more focused and rigorous than your undergraduate studies, I can assure you that using your skills in applied settings is even more important!   

Best of luck in your search for a graduate program! Please don’t hesitate to contact the SCI Student Services team if you have any questions! 

Emily Bennett’s signature 

APPLY NOW BUTTON.",,0,,,6,https://www.sci.pitt.edu/academics,1,1,0.0047,5,https://www.sci.pitt.edu/admissions/take-next-step,4,2,0.0455,,Unsubscribe,12,11,0.0107
14,9,15,More than our address,A message from SCI's manager of Experiential Learning ,"Dear FIRST NAME,  

I’m so pleased you’re interested in graduate studies at the University of Pittsburgh’s School of Computing and Information! As the Manager of Experiential Learning, my job is to help students build skills and make an impact outside their classroom.  As you explore graduate programs, take a moment to explore some SCI experiential learning. There’s something for everyone: 

    iServe: This pairs students with non-profit organizations for a semester-long project. While it’s great for your resume, it’s also a highly rewarding experience that makes a difference in the Pittsburgh community. 

    Community Engagement Centers: Go out in the Pittsburgh community, where you can teach digital literacy, cybersecurity, coding, and other topics. 

    Alternative Spring Break: Make a global impact! SCI has brought students to Ecuador for over 7 years where they lead technical, skills-based service projects and benefit a community. 

    Internships and co-ops: It’s always a great option to learn on the job, but there are many other ways to engage with employers through sessions, workshops, and more. 

Even though graduate school will be more focused and rigorous than your undergraduate studies, I can assure you that using your skills in applied settings is even more important!   

Best of luck in your search for a graduate program! Please don’t hesitate to contact the SCI Student Services team if you have any questions! 

Emily Bennett’s signature 

APPLY NOW BUTTON.",,,,,6,https://www.sci.pitt.edu/academics/experiential-learning/community-engagement,1,1,0.0047,,https://www.sci.pitt.edu/academics/experiential-learning/community-engagement,1,1,0.0227,,https://vimeo.com/532406348,7,7,0.0068
14,9,15,More than our address,A message from SCI's manager of Experiential Learning ,"Dear FIRST NAME,  

I’m so pleased you’re interested in graduate studies at the University of Pittsburgh’s School of Computing and Information! As the Manager of Experiential Learning, my job is to help students build skills and make an impact outside their classroom.  As you explore graduate programs, take a moment to explore some SCI experiential learning. There’s something for everyone: 

    iServe: This pairs students with non-profit organizations for a semester-long project. While it’s great for your resume, it’s also a highly rewarding experience that makes a difference in the Pittsburgh community. 

    Community Engagement Centers: Go out in the Pittsburgh community, where you can teach digital literacy, cybersecurity, coding, and other topics. 

    Alternative Spring Break: Make a global impact! SCI has brought students to Ecuador for over 7 years where they lead technical, skills-based service projects and benefit a community. 

    Internships and co-ops: It’s always a great option to learn on the job, but there are many other ways to engage with employers through sessions, workshops, and more. 

Even though graduate school will be more focused and rigorous than your undergraduate studies, I can assure you that using your skills in applied settings is even more important!   

Best of luck in your search for a graduate program! Please don’t hesitate to contact the SCI Student Services team if you have any questions! 

Emily Bennett’s signature 

APPLY NOW BUTTON.",,,,,6,,,,,,https://pittforms.tfaforms.net/424165,1,1,0.0227,,APPLY NOW,7,6,0.0058
14,9,15,More than our address,A message from SCI's manager of Experiential Learning ,"Dear FIRST NAME,  

I’m so pleased you’re interested in graduate studies at the University of Pittsburgh’s School of Computing and Information! As the Manager of Experiential Learning, my job is to help students build skills and make an impact outside their classroom.  As you explore graduate programs, take a moment to explore some SCI experiential learning. There’s something for everyone: 

    iServe: This pairs students with non-profit organizations for a semester-long project. While it’s great for your resume, it’s also a highly rewarding experience that makes a difference in the Pittsburgh community. 

    Community Engagement Centers: Go out in the Pittsburgh community, where you can teach digital literacy, cybersecurity, coding, and other topics. 

    Alternative Spring Break: Make a global impact! SCI has brought students to Ecuador for over 7 years where they lead technical, skills-based service projects and benefit a community. 

    Internships and co-ops: It’s always a great option to learn on the job, but there are many other ways to engage with employers through sessions, workshops, and more. 

Even though graduate school will be more focused and rigorous than your undergraduate studies, I can assure you that using your skills in applied settings is even more important!   

Best of luck in your search for a graduate program! Please don’t hesitate to contact the SCI Student Services team if you have any questions! 

Emily Bennett’s signature 

APPLY NOW BUTTON.",,,,,6,,,,,,,,,,,facebook follow,5,4,0.0039
14,9,15,More than our address,A message from SCI's manager of Experiential Learning ,"Dear FIRST NAME,  

I’m so pleased you’re interested in graduate studies at the University of Pittsburgh’s School of Computing and Information! As the Manager of Experiential Learning, my job is to help students build skills and make an impact outside their classroom.  As you explore graduate programs, take a moment to explore some SCI experiential learning. There’s something for everyone: 

    iServe: This pairs students with non-profit organizations for a semester-long project. While it’s great for your resume, it’s also a highly rewarding experience that makes a difference in the Pittsburgh community. 

    Community Engagement Centers: Go out in the Pittsburgh community, where you can teach digital literacy, cybersecurity, coding, and other topics. 

    Alternative Spring Break: Make a global impact! SCI has brought students to Ecuador for over 7 years where they lead technical, skills-based service projects and benefit a community. 

    Internships and co-ops: It’s always a great option to learn on the job, but there are many other ways to engage with employers through sessions, workshops, and more. 

Even though graduate school will be more focused and rigorous than your undergraduate studies, I can assure you that using your skills in applied settings is even more important!   

Best of luck in your search for a graduate program! Please don’t hesitate to contact the SCI Student Services team if you have any questions! 

Emily Bennett’s signature 

APPLY NOW BUTTON.",,,,,6,,,,,,,,,,,twitter follow,5,4,0.0039
14,9,15,More than our address,A message from SCI's manager of Experiential Learning ,"Dear FIRST NAME,  

I’m so pleased you’re interested in graduate studies at the University of Pittsburgh’s School of Computing and Information! As the Manager of Experiential Learning, my job is to help students build skills and make an impact outside their classroom.  As you explore graduate programs, take a moment to explore some SCI experiential learning. There’s something for everyone: 

    iServe: This pairs students with non-profit organizations for a semester-long project. While it’s great for your resume, it’s also a highly rewarding experience that makes a difference in the Pittsburgh community. 

    Community Engagement Centers: Go out in the Pittsburgh community, where you can teach digital literacy, cybersecurity, coding, and other topics. 

    Alternative Spring Break: Make a global impact! SCI has brought students to Ecuador for over 7 years where they lead technical, skills-based service projects and benefit a community. 

    Internships and co-ops: It’s always a great option to learn on the job, but there are many other ways to engage with employers through sessions, workshops, and more. 

Even though graduate school will be more focused and rigorous than your undergraduate studies, I can assure you that using your skills in applied settings is even more important!   

Best of luck in your search for a graduate program! Please don’t hesitate to contact the SCI Student Services team if you have any questions! 

Emily Bennett’s signature 

APPLY NOW BUTTON.",,,,,6,,,,,,,,,,,LEARN MORE,3,3,0.0029
14,9,15,More than our address,A message from SCI's manager of Experiential Learning ,"Dear FIRST NAME,  

I’m so pleased you’re interested in graduate studies at the University of Pittsburgh’s School of Computing and Information! As the Manager of Experiential Learning, my job is to help students build skills and make an impact outside their classroom.  As you explore graduate programs, take a moment to explore some SCI experiential learning. There’s something for everyone: 

    iServe: This pairs students with non-profit organizations for a semester-long project. While it’s great for your resume, it’s also a highly rewarding experience that makes a difference in the Pittsburgh community. 

    Community Engagement Centers: Go out in the Pittsburgh community, where you can teach digital literacy, cybersecurity, coding, and other topics. 

    Alternative Spring Break: Make a global impact! SCI has brought students to Ecuador for over 7 years where they lead technical, skills-based service projects and benefit a community. 

    Internships and co-ops: It’s always a great option to learn on the job, but there are many other ways to engage with employers through sessions, workshops, and more. 

Even though graduate school will be more focused and rigorous than your undergraduate studies, I can assure you that using your skills in applied settings is even more important!   

Best of luck in your search for a graduate program! Please don’t hesitate to contact the SCI Student Services team if you have any questions! 

Emily Bennett’s signature 

APPLY NOW BUTTON.",,,,,6,,,,,,,,,,,INTERACT WITH SCI,2,2,0.0019
32,1,1,RFI Dynamic Email_blocks,Step 1 – done!,"Welcome FIRST NAME,  

Thank you for your interest in the ACADEMIC PROGRAM program at the School of Computing and Information (SCI!) 

I’m Jane, Graduate Admissions Manager for the School of Computing and Information. I’m here to be your resource for questions or concerns as you explore and pursue your goals here! 
Feel free to reach me at jeb286@pitt.edu or by phone at 412-383-2031. 

Jane’s Signature 

About the School of Computing and Information 

At SCI, our purpose is to support discovery, innovation, and entrepreneurship, driven by data and technology. We unleash powerful computational discoveries in fields of Medicine, Education, Urbanism, Climate, and Humanities.   

Today, the complex challenges we face demand the next level of integrative thinking, bringing computer scientists, information scientists, social scientists and domain experts to the table.  

The University of Pittsburgh’s School of Computing and Information prepares professionals and leaders for this collaboration, inquiry, insights, and solutions in all human pursuits.",https://www.sci.pitt.edu/academics/degrees-and-programs,32,22,0.191,1,,,,,,,,,,,,,,
14,9,15,More than our address,Step 1 – done!,"Welcome FIRST NAME,  

Thank you for your interest in the ACADEMIC PROGRAM program at the School of Computing and Information (SCI!) 

I’m Jane, Graduate Admissions Manager for the School of Computing and Information. I’m here to be your resource for questions or concerns as you explore and pursue your goals here! 
Feel free to reach me at jeb286@pitt.edu or by phone at 412-383-2031. 

Jane’s Signature 

About the School of Computing and Information 

At SCI, our purpose is to support discovery, innovation, and entrepreneurship, driven by data and technology. We unleash powerful computational discoveries in fields of Medicine, Education, Urbanism, Climate, and Humanities.   

Today, the complex challenges we face demand the next level of integrative thinking, bringing computer scientists, information scientists, social scientists and domain experts to the table.  

The University of Pittsburgh’s School of Computing and Information prepares professionals and leaders for this collaboration, inquiry, insights, and solutions in all human pursuits.",APPLY NOW,5,5,0.043,,,,,,,,,,,,,,,
14,9,15,More than our address,Step 1 – done!,"Welcome FIRST NAME,  

Thank you for your interest in the ACADEMIC PROGRAM program at the School of Computing and Information (SCI!) 

I’m Jane, Graduate Admissions Manager for the School of Computing and Information. I’m here to be your resource for questions or concerns as you explore and pursue your goals here! 
Feel free to reach me at jeb286@pitt.edu or by phone at 412-383-2031. 

Jane’s Signature 

About the School of Computing and Information 

At SCI, our purpose is to support discovery, innovation, and entrepreneurship, driven by data and technology. We unleash powerful computational discoveries in fields of Medicine, Education, Urbanism, Climate, and Humanities.   

Today, the complex challenges we face demand the next level of integrative thinking, bringing computer scientists, information scientists, social scientists and domain experts to the table.  

The University of Pittsburgh’s School of Computing and Information prepares professionals and leaders for this collaboration, inquiry, insights, and solutions in all human pursuits.",ATTEND EVENT,6,5,0.043,,,,,,,,,,,,,,,
14,9,15,More than our address,Step 1 – done!,"Welcome FIRST NAME,  

Thank you for your interest in the ACADEMIC PROGRAM program at the School of Computing and Information (SCI!) 

I’m Jane, Graduate Admissions Manager for the School of Computing and Information. I’m here to be your resource for questions or concerns as you explore and pursue your goals here! 
Feel free to reach me at jeb286@pitt.edu or by phone at 412-383-2031. 

Jane’s Signature 

About the School of Computing and Information 

At SCI, our purpose is to support discovery, innovation, and entrepreneurship, driven by data and technology. We unleash powerful computational discoveries in fields of Medicine, Education, Urbanism, Climate, and Humanities.   

Today, the complex challenges we face demand the next level of integrative thinking, bringing computer scientists, information scientists, social scientists and domain experts to the table.  

The University of Pittsburgh’s School of Computing and Information prepares professionals and leaders for this collaboration, inquiry, insights, and solutions in all human pursuits.",https://www.sci.pitt.edu/academics/masters-degrees/library-and-information-science/mlis-online,5,4,0.035,,,,,,,,,,,,,,,
14,9,15,More than our address,Step 1 – done!,"Welcome FIRST NAME,  

Thank you for your interest in the ACADEMIC PROGRAM program at the School of Computing and Information (SCI!) 

I’m Jane, Graduate Admissions Manager for the School of Computing and Information. I’m here to be your resource for questions or concerns as you explore and pursue your goals here! 
Feel free to reach me at jeb286@pitt.edu or by phone at 412-383-2031. 

Jane’s Signature 

About the School of Computing and Information 

At SCI, our purpose is to support discovery, innovation, and entrepreneurship, driven by data and technology. We unleash powerful computational discoveries in fields of Medicine, Education, Urbanism, Climate, and Humanities.   

Today, the complex challenges we face demand the next level of integrative thinking, bringing computer scientists, information scientists, social scientists and domain experts to the table.  

The University of Pittsburgh’s School of Computing and Information prepares professionals and leaders for this collaboration, inquiry, insights, and solutions in all human pursuits.",https://www.sci.pitt.edu/SCI-resources,4,3,0.026,,,,,,,,,,,,,,,
14,9,15,More than our address,Step 1 – done!,"Welcome FIRST NAME,  

Thank you for your interest in the ACADEMIC PROGRAM program at the School of Computing and Information (SCI!) 

I’m Jane, Graduate Admissions Manager for the School of Computing and Information. I’m here to be your resource for questions or concerns as you explore and pursue your goals here! 
Feel free to reach me at jeb286@pitt.edu or by phone at 412-383-2031. 

Jane’s Signature 

About the School of Computing and Information 

At SCI, our purpose is to support discovery, innovation, and entrepreneurship, driven by data and technology. We unleash powerful computational discoveries in fields of Medicine, Education, Urbanism, Climate, and Humanities.   

Today, the complex challenges we face demand the next level of integrative thinking, bringing computer scientists, information scientists, social scientists and domain experts to the table.  

The University of Pittsburgh’s School of Computing and Information prepares professionals and leaders for this collaboration, inquiry, insights, and solutions in all human pursuits.",Connect with Us,3,3,0.026,,,,,,,,,,,,,,,
14,9,15,More than our address,Step 1 – done!,"Welcome FIRST NAME,  

Thank you for your interest in the ACADEMIC PROGRAM program at the School of Computing and Information (SCI!) 

I’m Jane, Graduate Admissions Manager for the School of Computing and Information. I’m here to be your resource for questions or concerns as you explore and pursue your goals here! 
Feel free to reach me at jeb286@pitt.edu or by phone at 412-383-2031. 

Jane’s Signature 

About the School of Computing and Information 

At SCI, our purpose is to support discovery, innovation, and entrepreneurship, driven by data and technology. We unleash powerful computational discoveries in fields of Medicine, Education, Urbanism, Climate, and Humanities.   

Today, the complex challenges we face demand the next level of integrative thinking, bringing computer scientists, information scientists, social scientists and domain experts to the table.  

The University of Pittsburgh’s School of Computing and Information prepares professionals and leaders for this collaboration, inquiry, insights, and solutions in all human pursuits.",Advanced Data Driven Methods,4,1,0.009,,,,,,,,,,,,,,,
14,9,15,More than our address,Step 1 – done!,"Welcome FIRST NAME,  

Thank you for your interest in the ACADEMIC PROGRAM program at the School of Computing and Information (SCI!) 

I’m Jane, Graduate Admissions Manager for the School of Computing and Information. I’m here to be your resource for questions or concerns as you explore and pursue your goals here! 
Feel free to reach me at jeb286@pitt.edu or by phone at 412-383-2031. 

Jane’s Signature 

About the School of Computing and Information 

At SCI, our purpose is to support discovery, innovation, and entrepreneurship, driven by data and technology. We unleash powerful computational discoveries in fields of Medicine, Education, Urbanism, Climate, and Humanities.   

Today, the complex challenges we face demand the next level of integrative thinking, bringing computer scientists, information scientists, social scientists and domain experts to the table.  

The University of Pittsburgh’s School of Computing and Information prepares professionals and leaders for this collaboration, inquiry, insights, and solutions in all human pursuits.",LEARN MORE,1,1,0.009,,,,,,,,,,,,,,,
34,1,15,Invite to Information sessions - journey,,"FIRST NAME – we know you have questions. 

Deciding on graduate school is a big deal, so it makes sense that you’d want to talk about it first. For that, we host virtual Graduate Admissions Information Sessions throughout the year. You can attend a session based on the kind of degree you’re interested in.  

We’ll briefly cover the most frequently asked questions about your degree before opening a free-flowing Q&A. 

Jot down your questions and Register now! 

If our sessions don’t work with your schedule, don’t worry. Send me an email and I’ll be happy to help. 

Jane’s Signature ",Register now,110,85,0.148,1,,,,,,,,,,,,,,
34,1,15,Invite to Information sessions - journey,,"FIRST NAME – we know you have questions. 

Deciding on graduate school is a big deal, so it makes sense that you’d want to talk about it first. For that, we host virtual Graduate Admissions Information Sessions throughout the year. You can attend a session based on the kind of degree you’re interested in.  

We’ll briefly cover the most frequently asked questions about your degree before opening a free-flowing Q&A. 

Jot down your questions and Register now! 

If our sessions don’t work with your schedule, don’t worry. Send me an email and I’ll be happy to help. 

Jane’s Signature ",https://pittforms.tfaforms.net/424165,17,13,0.023,,,,,,,,,,,,,,,
34,1,15,Invite to Information sessions - journey,,"FIRST NAME – we know you have questions. 

Deciding on graduate school is a big deal, so it makes sense that you’d want to talk about it first. For that, we host virtual Graduate Admissions Information Sessions throughout the year. You can attend a session based on the kind of degree you’re interested in.  

We’ll briefly cover the most frequently asked questions about your degree before opening a free-flowing Q&A. 

Jot down your questions and Register now! 

If our sessions don’t work with your schedule, don’t worry. Send me an email and I’ll be happy to help. 

Jane’s Signature ",https://www.sci.pitt.edu/admissions/take-next-step,12,5,0.009,,,,,,,,,,,,,,,
34,1,15,Invite to Information sessions - journey,,"FIRST NAME – we know you have questions. 

Deciding on graduate school is a big deal, so it makes sense that you’d want to talk about it first. For that, we host virtual Graduate Admissions Information Sessions throughout the year. You can attend a session based on the kind of degree you’re interested in.  

We’ll briefly cover the most frequently asked questions about your degree before opening a free-flowing Q&A. 

Jot down your questions and Register now! 

If our sessions don’t work with your schedule, don’t worry. Send me an email and I’ll be happy to help. 

Jane’s Signature ",Unsubscribe,4,4,0.007,,,,,,,,,,,,,,,
34,1,15,Invite to Information sessions - journey,,"FIRST NAME – we know you have questions. 

Deciding on graduate school is a big deal, so it makes sense that you’d want to talk about it first. For that, we host virtual Graduate Admissions Information Sessions throughout the year. You can attend a session based on the kind of degree you’re interested in.  

We’ll briefly cover the most frequently asked questions about your degree before opening a free-flowing Q&A. 

Jot down your questions and Register now! 

If our sessions don’t work with your schedule, don’t worry. Send me an email and I’ll be happy to help. 

Jane’s Signature ",https://www.sci.pitt.edu/academics,4,3,0.005,,,,,,,,,,,,,,,
34,1,15,Invite to Information sessions - journey,,"FIRST NAME – we know you have questions. 

Deciding on graduate school is a big deal, so it makes sense that you’d want to talk about it first. For that, we host virtual Graduate Admissions Information Sessions throughout the year. You can attend a session based on the kind of degree you’re interested in.  

We’ll briefly cover the most frequently asked questions about your degree before opening a free-flowing Q&A. 

Jot down your questions and Register now! 

If our sessions don’t work with your schedule, don’t worry. Send me an email and I’ll be happy to help. 

Jane’s Signature ",https://www.sci.pitt.edu/admissions/information-sessions,5,1,0.002,,,,,,,,,,,,,,,
34,1,15,Invite to Information sessions - journey,,"FIRST NAME – we know you have questions. 

Deciding on graduate school is a big deal, so it makes sense that you’d want to talk about it first. For that, we host virtual Graduate Admissions Information Sessions throughout the year. You can attend a session based on the kind of degree you’re interested in.  

We’ll briefly cover the most frequently asked questions about your degree before opening a free-flowing Q&A. 

Jot down your questions and Register now! 

If our sessions don’t work with your schedule, don’t worry. Send me an email and I’ll be happy to help. 

Jane’s Signature ",facebook follow,1,1,0.002,,,,,,,,,,,,,,,
34,1,15,Invite to Information sessions - journey,,"FIRST NAME – we know you have questions. 

Deciding on graduate school is a big deal, so it makes sense that you’d want to talk about it first. For that, we host virtual Graduate Admissions Information Sessions throughout the year. You can attend a session based on the kind of degree you’re interested in.  

We’ll briefly cover the most frequently asked questions about your degree before opening a free-flowing Q&A. 

Jot down your questions and Register now! 

If our sessions don’t work with your schedule, don’t worry. Send me an email and I’ll be happy to help. 

Jane’s Signature ",instagram follow,1,1,0.002,,,,,,,,,,,,,,,
34,1,15,Invite to Information sessions - journey,,"FIRST NAME – we know you have questions. 

Deciding on graduate school is a big deal, so it makes sense that you’d want to talk about it first. For that, we host virtual Graduate Admissions Information Sessions throughout the year. You can attend a session based on the kind of degree you’re interested in.  

We’ll briefly cover the most frequently asked questions about your degree before opening a free-flowing Q&A. 

Jot down your questions and Register now! 

If our sessions don’t work with your schedule, don’t worry. Send me an email and I’ll be happy to help. 

Jane’s Signature ",linkedin follow,1,1,0.002,,,,,,,,,,,,,,,
34,1,15,Invite to Information sessions - journey,,"FIRST NAME – we know you have questions. 

Deciding on graduate school is a big deal, so it makes sense that you’d want to talk about it first. For that, we host virtual Graduate Admissions Information Sessions throughout the year. You can attend a session based on the kind of degree you’re interested in.  

We’ll briefly cover the most frequently asked questions about your degree before opening a free-flowing Q&A. 

Jot down your questions and Register now! 

If our sessions don’t work with your schedule, don’t worry. Send me an email and I’ll be happy to help. 

Jane’s Signature ",Manage Preferences,1,1,0.002,,,,,,,,,,,,,,,
34,1,15,Invite to Information sessions - journey,,"FIRST NAME – we know you have questions. 

Deciding on graduate school is a big deal, so it makes sense that you’d want to talk about it first. For that, we host virtual Graduate Admissions Information Sessions throughout the year. You can attend a session based on the kind of degree you’re interested in.  

We’ll briefly cover the most frequently asked questions about your degree before opening a free-flowing Q&A. 

Jot down your questions and Register now! 

If our sessions don’t work with your schedule, don’t worry. Send me an email and I’ll be happy to help. 

Jane’s Signature ",twitter follow,1,1,0.002,,,,,,,,,,,,,,,
28,1,15,Welcome from Adam Lee,From the Executive Associate Dean for the School of Computing and Information ,"Dear FIRST NAME,  

As the Executive Associate Dean at the School of Computing and Information (SCI), I want to personally thank you for your interest in our graduate programs. We provide students with a holistic understanding of computing and information so they can be the leaders of tomorrow. Now is an opportune time to determine if an advanced degree in the computing and information fields will help you meet your educational, personal, and professional goals. 

At SCI, you will work with and learn from our faculty experts to harness the power of computing and information and create the future of healthcare, government, corporations, education, and cities. You’ll also connect with faculty on their cutting-edge research, funded by organizations such as the National Science Foundation, the National Institutes of Health, the US Army, the US Department of Defense, the Institute of Museum and Library Services, and more. 

Our school offers a variety of experiential learning opportunities that allow you to apply your classroom knowledge, build a professional network, and craft a portfolio of work that is sure to impress future employers. 

Learn more about our graduate programs, research opportunities, and the community of our school by visiting sci.pitt.edu, or contact our admissions staff at sciadmit@pitt.edu | 412-383-4396. 

Sincerely,  Dr. Chrysanthis Signature",https://pittforms.tfaforms.net/424165,10,8,0.017,1,,,,,,,,,,,,,,
